Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
xakiun,xákiǔn,[ʃákiũ̌],you laugh,te ríes,HMR,CVCVV,modal,verb (completive),Actions and activities,LA,LA_TeRies.wav,Said,,
xako,xàkò,[ʃàkò],oppossum?,hacuache,LL,CVCV,modal,noun,wild animals,JGO,,,,
xaktu,,[ʃaktu],,,,CVCCV,modal,,,,,,,Translation
xaku,xàku,[ʃàku],cry (comp),llorar (comp),L,CVC,,verb (completive),Actions and activities,,,,,
xaku,xáku,[ʃáku],cry (cont),llorar (cont),H,CVC,,verb (continuative),Actions and activities,,,,,
xaku,xákù,[ʃákù],laugh (continuative),reírse,HL,CVCV,modal,verb (continuative),Actions and activities,,,,,
xakue,xákuě,[ʃákʷě],we laugh,nos reímos,HR,CVCV,modal,verb (completive),Actions and activities,LA,LA_NosReimos.wav,Said,,
xani,xáni,[ʃánĩ],to charge for (continuative),cobrar (cont),HM,CVCV,modal,verb (continuative),Actions and activities,JGO,,,,
xani,xǎnì,[ʃǎnì],dream,sueño,MR MR,CVCV,glottalized,noun,other,RDC,RDC_SuenoDream.wav,,,
xani nuu,xánì nuu,[ʃã̀ì nuu],step on (cont),pisar (cont),HL MM,CVV CVV,,verb (continuative),Actions and activities,,,,,
xanu,xánú,[ʃánú],cigar,cigarro,HH,CVCV,modal,noun,modern things,NGC,cigarro.wav,,,
xanu,xànù,[ʃànù],daughter-in-law,nuera,LL,CVCV,modal,noun,kin terms,NGC,nuera.wav,,,
xañu,xáñú,[ʃáɲú],cowlick,remolino,MR,CVCV,modal,noun,body parts and the body,,min 1:00,,,
xanun,xânùn,[ʃânũ̀],cigarette,cigarrillo,FL,CVCV,modal,noun,modern things,NGC,cigarillo.wav,,,
xati iin tako,,,ask. Cont,pedir. Cont,,,,,Actions and activities,,,,,
xatia,xǎtià,[ʃǎtʲà],not spicy,no picante,RL,CVCV,pre-aspirated,adjective,"food, drink, and cooking",,,,,
xatiun in tako,,,ask. Cont,pedir. Cont,,,,,Actions and activities,,,,,
xatu,xàtù,[ʃàtù],spicy,picante,LL,CVCV,pre-aspirated,adjective,"food, drink, and cooking",,picante.wav,,,Check Duplicate
xatu,xátu,,spicy,picoso,,CVCV,,adjective,descriptions,,,,,Check Duplicate
xatu ra iin tako,,,ask. Cont,pedir. Cont,,,,,Actions and activities,,,,,
xatun,xátun,[ʃátũ],last/youngest,el mas joven,HM,CVCV,pre-aspirated,adjective,,,elmásjoven.wav,,,Check Duplicate
xatun,xátùn,,youngest/last,menor/último,,CVCV,,adjective,descriptions,,,,,Check Duplicate
xaxa,xǎxà,,the bladder,la vejiga,,,,noun,body parts and the body,,,,,Tones
xaxa,xàxà,,the bladder,la vejiga,,,,noun,body parts and the body,,,,,Tones
xe'e,xe'e,[ʃeˀe],ring,anillo,MM,CV?V,glottalized,noun,,NGC,anillo.wav,,,Tones
xi'i,xí'ì,[ʃíˀì],to harvest,cosechar,HL,CV?V,glottalized,verb,farming,,"sembrar, cosechar.wav",poor sound file quality,,Verb Tense
xi'i,xi'í,[ʃiˀí],mushroom,hongo,MH,CV?V,glottalized,noun,plants and trees,NGC,hongo.wav,,,
xi'i,xí'i,[ʃíˀi],drink (cont),tomar (cont),HM,CV?V,,verb (continuative),Actions and activities,,,,,
xi'i,xì'i,[ʃìˀi],drink (pot),tomar (pot),LM,CV?V,,verb (potential),Actions and activities,,,,,
xi'i tsiikuntu ya'a,xì'ǐ tsiìkùntù yā'ǎ,[ʃìˀǐ ͡tsʲìkùⁿtù jāˀǎ],,oreja de puerco (hongo),LR LLL MR,CV?V CVCVCV CV?V,multiple word types,noun,plants and trees,JGO,,,,
xi'i tsiikuxi,xì'ǐ tsiíkúxí,[ʃìˀǐ ͡tsʲíkúʃí],,lengua de vaca (hongo),LR HHH,CV?V CVCVCV,multiple word types,noun,plants and trees,JGO,,,,
xi'i vaya,xì'ǐ váyà,[ʃìˀǐ βájà],,flor de calabaza (hongo),LR HL,CV?V CVCV,multiple word types,noun,plants and trees,JGO,,,,
xi'in,xí'ìn,[ʃĩ́ˀĩ̀],with,con,,,,preposition,other,,,,,
xi’in,xí’in,[ʃĩ́ˀ],with (2 singular),con,HM,CV?,glottalized,preposition,other,JGO,,,,
xi'iyo,xi'iyò,[ʃiˀijò],nest,nido,MML,CV?VCV,glottalized,noun,natural objects (non-living),NGC,nido.wav,,,
xi'na,xi'na,[ʃiˀna],first,primer,MM,CV?CV,glottalized,adverb,descriptions,,,,,
xi'yo xa nu'u,xi'yò xǎ nù'u,,the gums of the tooth,las encías del diente,,,,noun,body parts and the body,,,,,
xii ntsiki usu,,[ʃǐǐ ⁿ͡tsiki usu],,mano de santo (hongo),,CVV CVCV VCV,modal,noun,plants and trees,JGO,,,,
xiin kuayi,xìīn kuâyì,[ʃìĩ kʷâjì],turtle,tortuga,LM FL,CVV CVCV,modal,noun,wild animals,JGO,,,,
xiji,xíjǐ,[ʃíʰǐ],fingernail,uña,HR,CVhV,aspirated,noun,body parts and the body,NGC,uña.wav,,,
xiji,xìji,[ʃìʰi],cordial,cordioso,LM,CVhV,aspirated,adjective,descriptions,JGO,cordioso.wav,,,
xiji,xìji,[ʃiʰi],resistent/strong,resistente,L,CVhV,aspirated,adjective,states of being,,,other words alr. in for  xiji?,,
xijin,xìjǐn,[ʃìʰĩ],sharp,filoso,LR,CVhV,aspirated,adjective,descriptions,,filoso.wav,,,
xijin,xìjǐn,[ʃiʰǐ],,,,CVhV,aspirated,,,,,,,Translation
xijin ra andres,xijǐn rà andrés,,ni,al lado de Andrés,,CVCV CV,modal,,descriptions,RDC,RDC_AlLadoDeAndres.wav,Said,,Phrase
xijni,xijnǐ,[ʃiʰnǐ],head,cabeza,MMR,CVCVCV,aspirated,noun,body parts and the body,NGC,cabeza.wav,,,
xijta,xîjtǎ,[ʃîʰtǎ],tortilla,tortilla,FR,CVhCV,pre-aspirated,noun,"food, drink, and cooking",NGC,tortilla.wav,,,
xijtsin,xijtsǐn,[ʃiʰt͡sĩ̌],nose,nariz,MR,CVCV,pre-aspirated,noun,body parts and the body,NGC,nariz.wav,,,
xijvi,xîjvǐ,[ʃîʰβǐ],sleeping mat,petate,HR,CVhCV,pre-aspirated,noun,tools and implements,NGC,petate.wav, sound file quality kind of bad,"Yes, revise",
xika,xíka,[ʃíka],far,lejos,HM,CVCV,modal,adjective,directions and locations,,lejos.wav,,,
xikantu'u,xìkantú'ù,[ʃìkãtúˀù],lie down (completive),acostarse (completive),LMHL,CVCVCV?V,glottalized,verb (completive),Actions and activities,,,,,
xiko,xiko,[ʃiʰko],Twenty,Veinte,,CVCV,modal,noun,numbers,JGO,,,,Check Duplicate
xikuu,xikùù,[ʃi̥kùù],to be (completive),ser (compl),,,,,,,,,,
xili,xǐlí,[ʃǐlí],woodpecker,pájaro carpintero,RH,CVCV,modal,noun,wild animals,,pájarocarpintero.wav,,,
xinani,xìnaní,[ʃì̥nãnĩ́],to be called/named (completive),llamar (completive),LH,CVCVCV,modal,verb (completive),Actions and activities,JGO,,,,
xini,xînì,[ʃî̃ì],know (comp),saber (compl),FL,CVV,modal,verb (completive),Actions and activities,,,,,
xini,xînì,[ʃî̃ì],know (cont),saber (cont),FL,CVV,modal,verb (continuative),Actions and activities,,,,,
xini,xǐnì,[ʃĩ̌ì],see (comp),ver (comp),RH,CVV,modal,verb (completive),Actions and activities,,,,,
xini,xínì,[ʃĩ́ì],see (cont),ver (cont),HL,CVV,modal,verb (continuative),Actions and activities,,,,,
xini ñu'u,xìni ñú'ǔ,[ʃĩ̀i ɲúˀǔ],need (comp),necesitar (comp),LM HR,CVV CV?V,glottalized,verb (completive),Actions and activities,,,,,
xini ñu'u,xíni ñú'ǔ,[ʃĩ́i ɲúˀǔ],need (cont),necesitar (cont),HM HR,CVV CV?V,glottalized,verb (continuative),Actions and activities,,,,,
xini tsie'e,xiní tsie'e,[ʃiní t͡sʲeˀe],bald,pelón,MH MM,CVCV CV?V,glottalized,adjective,states of being,NGC,pelón.wav,double check with better sound file,,
xini'i,xìni'i,[ʃi᷈̀iˀi],carry/hold (completive),llevar (completive),LMM,CVV?V,glottalized,verb (completive),Actions and activities,,,,,
xintoso,xìntǒsǒ,[ʃìⁿtǒsǒ],be on (completive),estar en (completive),LRR,CVCVCV,modal,verb (completive),Actions and activities,,,,,
xintsie'e,xíntsiè'e,[ʃíⁿt͡sʲèˀe],watch/see ,ver ,HLM,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,"Tones, Check Duplicate"
xintsie'e,xìntsie'e,[ʃìⁿt͡sʲeˀe],watch/see ,ver ,LMM,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,"Tones, Check Duplicate"
xintsiso,xìntsisò,[ʃĩ̀ⁿt͡sʲsò],carry (comp),cargar (comp),,CVCCV,,verb (completive),Actions and activities,,,,,
xintu'u,xìntǔ'ǔ,[ʃìntǔˀǔ],sit (completive),sentar (completive),LRR,CVCCV?V,glottalized,verb (completive),Actions and activities,,,,,
xintu'u,xíntú'ǔ,[ʃíntúˀǔ],sit (continuitive),sentar (continuitive),HHR,CVCCV?V,glottalized,verb (continuative),Actions and activities,,,,,
xintyityi,xìntyityi,[ʃìɲt͡ʃit͡ʃi],stand (completive),estar parado (completive),LMM,CVCCCVCCV,modal,verb (completive),Actions and activities,,,,,
xinu,xíñù,[ʃíɲù],bright,brillante,HL,CVCV,modal,adjective,descriptions,,brillante.wav,,,
xinu'u ini,xìñu'u ini,[ʃìɲuˀu ĩi],remember1 (completive),acordar (completive),LMM MM,CVCV?V VV,glottalized,verb (completive),Actions and activities,,acordar-comp.wav,,,
xinuu,xìnǔù,[ʃìnǔù],be on top of (completive),estar sobre/ arriba de (completive),LRL,CVCVV,modal,verb (completive),Actions and activities,,,,,
xinuu,xinǔù,[ʃinǔù],be on top of (potential),estar sobre/ arriba de (potential),MRL,CVCVV,modal,verb (potential),Actions and activities,,,,,
xita,xìtá,[ʃìtá],pull (potential),jalar (potential),LH,CVCV,modal,verb (potential),Actions and activities,,,,,
xita'nu,xì̥ta'nǔ,[ʃì̥taˀnǔ],cross (completive),cruzar (completive),LMR,CVCV?CV,glottalized,verb (completive),Actions and activities,,,,,
xiti,xítì,[ʃítì],my uncle,mi tio,HL,CVCV,modal,noun,kin terms,,mitio.wav,,,
xito'ni,xìtò'nǐ,[ʃìtòˀnǐ],observe (completive),observar (completive),LLR,CVCV?CV,glottalized,verb (completive),Actions and activities,,,,,
xito'ni,xíto'nǐ,[ʃítòˀnǐ],observe (continuative),observar (continuitive),HLR,CVCV?CV,glottalized,verb (continuative),Actions and activities,,,,,
xitontoso,xìtontósǒ,[ʃìtoⁿtósǒ],try (comp),tratar (comp,LMHR,CVCVCVCV,modal,verb (completive),Actions and activities,,,,,
xitontoso,xítontòsǒ,[ʃítoⁿtòsǒ],try (cont),tratar (cont),HMLR,CVCVCVCV,modal,verb (continuative),Actions and activities,,,,,
xitsi ka'nu,xìtsì ká'nu,,the intestine for everything,el intestino de todo,,CVCV CV'CV,,noun,body parts and the body,,,,,
xitsiaku,xìtsiaku,[ʃìt͡sʲakʷ],survive (completive),sobrevivir (completive),LM,CVCVC,modal,verb (completive),life and health,,,,,
xiva'a,xìvà'a,[ʃìβàˀa],ripe,maduro,LLM,CVCV?V,glottalized,adjective,states of being,,,,,
xixa'ñu,xìxǎ'ñù,[ʃìʃǎˀñù],eat dinner1 (completive),cenar (completive),LRL,CVCV?CV,glottalized,verb (completive),"food, drink, and cooking",,,,,
xixi,xíxì,[ʃíʃì],my aunt,mi tia,HL,CVCV,modal,noun,kin terms,,mitia.wav,,,
xixini,xìxǐni,[ʃìʃi᷈̌i],eat dinner2 (completive),cenar (completive),LRM,CVCVV,modal,verb (completive),"food, drink, and cooking",,,,,
xixini,xíxíni,[ʃíʃi᷈́i]],eat dinner2 (continuative),cenar (continuitive),HHM,CVCVV,modal,verb (continuative),"food, drink, and cooking",,,,,
xiyo,xǐyò,[ʃǐjò],dress,vestido,RL,CVCV,modal,noun,clothing and cloth objects,,vestido.wav,,,
xiyo,xiyò,[ʃijò],place,lado (lugar),,,,,,,,,,
xiyo itsin,xíyo ítsìn,[ʃíjo ít͡sĩ̀],left side,lado izquierda,HM HL,CVCV VCV,modal,preposition,directions and locations,RDC,RDC_LaIzquierda.wav,,,
xiyo kua'a,xíyo kuá'à,[ʃíjo kʷáˀà],right side,el lado derecha,HM HL,CVCVCV,modal,preposition,directions and locations,RDC,RDC_LadoDerecha.wav,,,
xninta'a,xnínta'à,[ʃní ⁿtaˀà],finger,dedo,HML,CCVCV?V,glottalized,noun,body parts and the body,,dedo.wav,,,
xnixa'a,xníxà'à,[ʃní ʃàˀà],toe,dedo de pie,HLL,CCVCV?V,glottalized,noun,body parts and the body,,dedodepie.wav,,,
xona,xòná,[ʃòná],open (tr) (comp),abrir (comp),LH,CVCV,modal,verb (completive),Actions and activities,,,,,
xona,xóná,[ʃóná],open (tr) (cont),abrir (cont),HH,CVCV,modal,verb (continuative),Actions and activities,,,,,
xu'un,xù’ún,[ʃũ̀ˀṹ],money,dinero,LH,CV?VC,glottalized,noun,social events and responsibilities,JGO,dinero.wav,,,
xujtu,xúʰtù,[ʃúʰtù],to plow,arar,HL,CVhCV,pre-aspirated,verb,farming,,arar.wav,,,Verb Tense
xuki,xùkí,[ʃùkí],my niece,mi sobrina,LH,CVCV,modal,noun,kin terms,,misobrina.wav,,,
xutsia,xùtsiá,[ʃùt͡sʲá],swim (potential),nadar (potential),LH,CVCV,modal,verb (potential),Actions and activities,,nadar-pot.wav,,,
xuxan,xúxan,[ʃúʃã],lazy,flojo/perezoso,HM,CVCV,pre-aspirated,adjective,states of being,,flojo-perezoso.wav,,,
ya kuiji,yá kuîjǐ,[já kʷîʰǐ],green chili,chile verde,H FR,CV CVhV,aspirated,noun,"food, drink, and cooking",NGC,chileverde.wav https://youtu.be/vSnUpiQcp0s?si=_Ls1IzGMaq6EWTLu&t=32 0:32 - 0:34,,,
ya kuiji vali,yá kuîjǐ vālì,[já kʷîʰǐ βálí],small green chili,chile verde chiquito,H FR HH,CV CVhV CVCV,aspirated,noun,"food, drink, and cooking",NGC,childeverdechiquito.wav,,,
ya'a,yá'a,[jáˀa],pass/move on (continuative),pasar (continuative),HM,CV?V,glottalized,verb (continuative),Actions and activities,,,,,
ya'a,yà'a,[jàˀa],pass/move on (potential),pasar (potential),LM,CV?V,glottalized,verb (potential),Actions and activities,,,,,
ya'a,ya'á,[jāˀá],orange (color),naranja (color),MH,CV?V,glottalized,adjective,descriptions,,,,,
ya'a,ya'ǎ,[jāˀǎ],chili,chile,MR,CV?V,glottalized,noun,"food, drink, and cooking",NGC,chile.wav,,,
ya'a,yá'a,[jáˀā],brown,café,HM,CV?V,glottalized,noun,colors,,café(color).wav,,,
ya'a,yá'à,[jáˀà],coffee,café,HL,CV?V,glottalized,noun,"food, drink, and cooking",NGC,café(bebida).wav,,,
ya'a,yà'á,[jàˀá],orange,anaranjado,LH,CV?V,glottalized,noun,colors,NGC,Cómo se dice colores en Mixteco:La comadre Oaxaquena (youtube.com),timestamp 1:44,,
ya'a kuiji,,[jaˀa kʷiʰi],an immature chile,chile cuando está verde,,CV?V CVhV,multiple word types,noun,plants and trees,,chilecuandoestáverde.wav,,,Tones
ya'vi,ya'vì,[jāˀβì],expensive,caro,ML,CV?CV,glottalized,adjective,descriptions,,,,,
ya'vi,yǎ'vì,[jǎˀβì],cheap,barato,RL,CV?CV,glottalized,adjective,descriptions,,barato.wav,,,
ya'vi,,[jaˀβi],face,cara,,CV?CV,glottalized,noun,body parts and the body,NGC,cara.wav,,,Tones
ya’vi,yà’vi,[jàˀβi],price,precio,LM,CV?CV,glottalized,noun,social events and responsibilities,JGO,,,,
yaa,yaa,[jāā],white,blanco,MM,CVV,modal,noun,colors,JGO,blanco.wav,,"Yes, revise",
yaa,yaà,[jaà],song,canción,ML,CVV,modal,noun,Actions and activities,NGC,canción.wav,,,
yaa,yaà,[jāà],slow,lento,ML,CVV,modal,adjective,descriptions,,,,,
yaavi,yáàvì,[jáàβì],hole,hoyo,HLL,CVVCV,modal,noun,,NGC,hoyo.wav,,,
yaja,yájǎ,[jâʰǎ],tongue,lengua,HR,CVhV,aspirated,noun,body parts and the body,LA,LA_Lengua.wav,Said,,
yaja,yàjǎ,[jàʰǎ],gray,gris,LR,CVhV,aspirated,noun,colors,,gris.wav,,,
yaja ini'ita,,[jaʰa iniˀita],pollen,polen,,CVCV VCV?VCV,glottalized,noun,landscape and environment,NGC,,,,Tones
yajan,yájân,[jâʰã̂],their tongue (stranger),su lengua (desconocido),HF,CVhV,aspirated,noun,body parts and the body,LA,LA_SuLengua.wav,Said,,
yajavi,yâjavǐ,[jâʰaβǐ],maguey,maguey,FMR,CVhVCV,aspirated,,,RDC,RDC_Maguey.wav,check tones and aspiration,,
yajavi ntuxi,yâjavǐ ntǔxì,[jâʰaβǐ ⁿtǔʃì],maguey that produces pulque,maguey que da pulque,FMR RL,CVhVCV CVCV,aspirated,,,RDC,RDC_MagueyQueDePulque.wav,check tones and aspiration,,
yajavi tatan,yâjavǐ tátán,[jâʰaβǐ tátã́],healing aloe vera,savila curativa,FMR HH,CVhVCV CVCV,aspirated,,,RDC,RDC_SavilaCurativa.wav,check tones and aspiration,,
yaje,yájě,[jâʰě],our tongues,nuestras lenguas,HR,CVhV,aspirated,noun,body parts and the body,LA,LA_NuestrasLenguas.wav,Said,,
yaji,yájî,[jáʰî],my tongue,mi lengua,HF,CVhV,aspirated,noun,body parts and the body,LA,LA_MiLengua.wav,Said,,
yajta,yajtá,[jāʰtá],old,viejo,MH,CVhCV,pre-aspirated,adjective,states of being,,viejo.wav,,,
yajta,yâjtá,[jâʰtá],old man,anciano,FH,CVhCV,pre-aspirated,noun,people,NGC,anicano.wav,,,
yajun,yájǔn,[jâʰũ̌],your tongue,tu lengua,HR,CVhV,aspirated,noun,body parts and the body,LA,LA_TuLengua.wav,Said,,
yajvi,yajvǐ,,maguey,maguey,,CVhCV,aspirated,noun,plants and trees,RDC,RDC_Maguey.wav,Said,,
yajvi,,[jaʰβi],aloe,sabila,,CVhCV,pre-aspirated,noun,plants and trees,NGC,https://youtu.be/WetShLb64Mg?si=wbwwg3akHrnYxjeh&t=119 1:59-2:01,,,Tones
yakua,yakuà,[jāʰkʷà],dirty,sucio,ML,CVhCV,pre-aspirated,adjective,states of being,,sucio.wav,,,
yakuin,yākuǐn,[jākʷĩ̌],armadillo,armadillo,MR,CVCV,modal,noun,wild animals,JGO,,,,
yatsin,yatsin,[jat͡sʲn],close,cerca,MM,CVCC,modal,adjective,descriptions,,,,,
yavi,,[jaβi],leaves tracks on,hollo,,CVCV,modal,verb,landscape and environment,NGC,hollo.wav,,,Verb Tense
yaxin,yàxin,[jàʃĩ],shallow,poco profundo,L,CVCCV,pre-aspirated,adjective,descriptions,,,,,
ye'e,yé'e,[jéˀe],bright,brillante,HM,CV?V,glottalized,adjective,states of being,NGC,brillante.wav,,,
yi'yuva kuku,yí'yùva kúku,[jíˀjùβa kúku],thread to embroider make clothes,hilo para bordar o hacer ropa,HLM HM,CV?CVCV CVCV,glottalized,noun,tools and implements,NGC,hiloparabordarohacerropa.wav,need better sound file,,
yi'yuva na ka'ama,yí'yùva nǎ kà'amá,[jíˀjùβa nǎ kàˀamá],"thread to fix clothes, patch",hilo para arreglar ropa,HLM R LMH,CV?CVCV CV CV?VCV,glottalized,noun,tools and implements,NGC,hiloparaarreglarropa.wav,need better sound file,,
yijkui,yijkui,[jiʰkʷi],owl,tecolote,MM,CVhCV,pre-aspirated,noun,wild animals,NGC,tecolote.wav,,,
yiva ixin,yìvà īxǐn,[jìβà īʃĩ̌],chepil,chepil,LL MR,CVCV VCV,modal,noun,plants and trees,JGO,,,,
yiva tioo,yivà tióǒ,[jiβà tʲóǒ],a type of edible mallow plant,alache,FR,CVCV CVV,modal,noun,plants and trees,,alache.wav,,"Yes, good",
yiva tioo si'i,yìvà tióǒ sí'i,,,alache con hoja ancha,,,,,,,,,,
yiva tioo tsiaja,yìvà tióǒ tsiàjā,[jìβà tʲóǒ ͡tsʲàʰā],alache with thin leaves,alache con hoja delgada,LL HR LM,CVCV CVV CVhV,multiple word types,noun,plants and trees,JGO,,,,
yiva tioo xi'i,yìvà tióǒ xí'ī,[jìβà tʲóǒ ʃíˀī],alache with broad leaves,alache con hoja ancha ,LL HR HM,CVCV CVV CV?V,multiple word types,noun,plants and trees,JGO,,,,
yiva utsiin,yìvà ìtsiìn,[jìβà ìtsʲĩ̀],amaranth,quintonil,LL LL,CVCV VCV,modal,noun,plants and trees,JGO,,,,
yiva ya'a,yìvà yā'á,[jìβà jāˀá],chenopodium nuttalliae,huauzontle,LL MH,CVCV CV?V,multiple word types,noun,plants and trees,JGO,,,,
yivi,yivǐ,[jiβǐ],person,persona,MR,CVCV,modal,noun,life and health,JGO,,,,
yivi to'no,,[jiβitoˀno],San Isidro de La Raya,San Isidro de La Raya,,CVCVCV?CV,glottalized,proper name,directions and locations,JGO,sanisidrodelaraya.wav,,,Tones
yiy'yuva,yí'yùva,[jíˀjùβa],thread,hilo,HLM,CV?CVCV,glottalized,noun,tools and implements,NGC,hilo.wav,need better sound file,,
yo'o,yò'ǒ,[jòˀǒ],crooked/twisted,chueco/torcido,LR,CV?V,glottalized,adjective,descriptions,,,,,
yo'o iyi,yó'ò íyì,,I'm here,aquí estoy,,CV?V VCV,glottalized,,states of being,NGC,NGC_AquiEstoy.wav,Said,,
yo'o ndenda,yó'ò ndéndà,,We're here,aquí estamos,,CV?V CVCV,glottalized,,states of being,NGC,NGC_AquiEstamos.wav,Said,,
yojko,yôjkò,[jôʰkò],wasp,avispa,FL,CVhCV,pre-aspirated,noun,wild animals,NGC,avispa.wav,,,
yojno,yôjnǒ,[jôʰnǒ],rope,cuerda,FR,CVhCV,pre-aspirated,noun,tools and implements,JGO,cuerda.wav,,,
yojo sokun,yòjǒ sòkǔn,[jòʰǒ sòkũ̌],throat2,garganta2,LR LR,CVhV CVCV,aspirated,noun,body parts and the body,RDC,RDC_Garganta2.wav,,,
yoko,yókǒ,[jókǒ],ear of corn,espiga de la milpa,HR,CVCV,modal,noun,"food, drink, and cooking",JGO,,,,
yoo,yòò,[jòò],pitcher,cántaro/jarra,LL,CVV,modal,noun,tools and implements,,cántaro.wav,,,
yoso,yòso,[jòso],metate,metate,LM,CVCV,modal,noun,,LA,LA_Metate.wav,Said,,
yosotoño,yòsotǒñó,[jòsotǒɲó],Espinal,Espinal,LMRH,CVCVCVCCV,modal,proper name,directions and locations,,Espinal.wav,,,
yu kaku ki,yu kaku kî,[ju kaku kî],I will be born,voy a nacer,M MM F,CV CVCV CV,modal,verb (potential),Actions and activities,LA,LA_VoyANacer.wav,Said,,
yu'a,yù'â,[jùˀâ],their mouth,su boca,LF,CV?V,glottalized,noun,body parts and the body,LA,LA_SuBoca.wav,Said,,
yu'e,yù'ě,[jùˀě],our mouths,nuestras bocas,LR,CV?V,glottalized,noun,body parts and the body,LA,LA_NuestrasBocas.wav,Said,,
yu'i,yù'î,[jùˀî],my mouth,mi boca,LF,CV?V,glottalized,noun,body parts and the body,LA,LA_MiBoca.wav,Said,,
yu'u,yù'ǔ,[jùˀǔ],mouth,boca,LR,CV?V,glottalized,noun,body parts and the body,LA,LA_Boca.wav,Said,,Check Duplicate
yu'u so'o,yu'ǔ sò'o,,earlobe,lobulo de la oreja,,,,noun,body parts and the body,,,,,
yu'u tsiikui,,[juˀu ͡tsʲikʷi],peninsula,península,,CV?V CVCV,glottalized,noun,landscape and environment,NGC,,,,Tones
yu'un,yù'ǔn,[jùˀũ̌],your mouth,tu boca,LR,CV?V,glottalized,noun,body parts and the body,LA,LA_TuBoca.wav,Said,,Check Duplicate
yu'uu,yû'uú,[jûˀuú],mouth,boca,FMH,CV?VV,glottalized,noun,body parts and the body,,boca.wav,,,
yujtsi,yùjtsí,[jùʰt͡sí],sand,arena,LH,CVhCV,pre-aspirated,noun,natural objects (non-living),NGC,arena.wav,,,
yuju,yùjǔ,[jùʰǔ],stone,piedra,LR,CVhV,aspirated,noun,natural objects (non-living),NGC,piedra.wav,,,
yuki,yukî,,mountian/woods? (my),monte (mi),,,,noun,landscape and environment,,,,,Check Duplicate
yukie,yukiě,,mountain/woods? (our),monte (nuestro),,,,noun,landscape and environment,,,,,Check Duplicate
yukiun,yukiǔn,,mountain/woods? (your),monte (tu),,,,noun,landscape and environment,,,,,Check Duplicate
yuku,yukú,[jūkú],rude,grosero,MH,CVCV,modal,adjective,descriptions,,,,,
yuku,yùkù,[jùkù],little flower leaf,hojita de la flor ,LL,CVCV,modal,noun,plants and trees,,hojitadelaflor.wav,,,
yuku,yūkù,,leaf,hoja,,CVCV,,noun,plants and trees,,,,,
yuku,yūkǔ,,mountain/woods?,monte,,CVCV,,noun,landscape and environment,,,,,Check Duplicate
yuku ña'e,yukǔ ña'é,,mountain/woods? (our),monte (nuestro),,,,noun,landscape and environment,,,,,Check Duplicate
yuku ña'i,yukǔ ña'î,,mountain/woods? (my),monte (mi),,,,noun,landscape and environment,,,,,Check Duplicate
yuku ña'un,yukǔ ña'ǔn,,mountain/woods? (your),monte (tu),,,,noun,landscape and environment,,,,,Check Duplicate
yuku nata'an,yùkù nátá'ān,[jùkù nátáˀã],sleeper plant,dormilona grande,LL HHM,CVCV CVCV?V,multiple word types,noun,plants and trees,JGO,,,,
yuku tujun,,[juku tũʰũ],,,,CVCV CVhV,aspirated,,,,,,,Translation
yula'va,yùlá'vá,[jùláˀβá],gap-toothed,chimuelo?,LHH,CVCV?CV,glottalized,adjective,body parts and the body,,,,,
