Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
tsimia,tsìmiǎ,,the devil,el diablo,,CVCVV,modal,noun,other,RDC,RDC_Diablo.wav,Said,,
tsina,tsìnà,[t͡sìnà] ,dog,perro,LL,CVCV,modal,noun,domesticated animals,,perro.wav,,,
tsinana so,tsinana só,[͡tsinana só],tomatillo,tomatillo,MMM H,CVCVCV CV,modal,noun,"food, drink, and cooking",JGO,tomatillo.wav,mata de tomatillo and tomate? 0:58,,Check Duplicate
tsini,tsiní,[t͡sʲní],flood,inundar,H,CCV,modal,noun,weather,,inundar.wav,,,
tsinto'o,,[t͡siⁿtoˀo],little jug/pitcher,jarrita,,CVCV?V,glottalized,noun,tools and implements,,jarrita.wav,,"Yes, revise",Tones
tsintsi tu'un,tsìntsì tú'un,[tsʲĩtsʲ túˀũ],liar,mentiroso,LLHM,CVC CV?V,glottalized,noun,people,,mentiroso1.wav,,,
tsinui,tsìnùî,[t͡sìnùî],my eye,mi ojo,LLF,CVCVV,modal,noun,body parts and the body,RDC,RDC_MiOjo.wav,,,
tsinuun,tsìnùún,[t͡sìnùṹ],eye,ojo,LLH,CVCVV,modal,noun,body parts and the body,RDC,RDC_Ojo.wav,,,Check Duplicate
tsinuun ka'nu,tsìnùún ká'nu,[t͡sìnùṹ káˀnu],the big eye,el ojo grande,LLH HM,CVCVV CV?CV,glottalized,,,RDC,RDC_OjoGrande.wav,,,
tsinuun lo'o,tsìnùún lo'o,[t͡sìnùṹ loˀo],the small eye,el ojo pequeño,LLH MM,CVCVV CV?V,glottalized,noun,body parts and the body,RDC,RDC_OjoPequeno.wav,,,
tsio to,tsiǒ tǒ,[t͡sʲǒ tǒ],rat 2,rata 2,R R,CV CV,modal,,,RDC,RDC_Rata2.wav,,,Check Duplicate
tsio'o,tsio'o,[t͡sʲoˀo],root,raíz,MM,CV?V,glottalized,noun,plants and trees,NGC,raíz.wav,,,
tsio'o,,[tsʲoˀo],flea,pulga,,CV?V,glottalized,noun,wild animals,,pulga.wav,duplicate,,
tsiojko,tsiòjkó,[t͡sʲòʰkó],ant,hormiga,LH,CVhCV,pre-aspirated,noun,wild animals,,hormiga.wav,,,
tsiomi,tsiómǐ,[t͡sīómǐ],unbaptized,sin bautizar,MHR,CVVCV,modal,adjective,states of being,,,,,
tsiomi,tsiǒmì,,owl,tecolote,,,,noun,wild animals,,,,,
tsioto,tsiǒtǒ,,rat,rata,,CVVCV,modal,noun,wild animals,RDC,RDC_Rata2.wav,Said,,Check Duplicate
tsisijvi,tsìsìjvǐ,,purple (description),morada,,CVCVhCV,aspirated,noun,descriptions,RDC,RDC_FrutaMorada.wav,Said,,Check Duplicate
tsisijvi,tsìsìjvǐ,[t͡sìsìʰβǐ],type of purple fruit,tipo de fruta morada,LLR,CVCVhCV,pre-aspirated,,,RDC,RDC_FrutaMorada.wav,,,Check Duplicate
tsiso'ma,tsìso'mà,[t͡sìsoˀmà],blind hen,gallina ciega,LML,CVCV?CV,glottalized,noun,domesticated animals,RDC,RDC_GallinaCiega.wav,,,
tsiu'un,tsiù'ú,[tsʲũ̀ˀṹ],venemous spider,araña venenosa,LH,CV?V,glottalized,noun,wild animals,,arañavenemosa.wav,,,
tsiu'un,tsiū'ún,[͡tsʲūˀṹ],black widow,viuda negra,MH,CV?V,glottalized,noun,wild animals,JGO,,,,
tsiujun kimi,tsiùjǔn kìmì,[t͡sʲùʰũ̌ kìmì],morning star,estrella de la mañana,LR LL,CVhV CVCV,aspirated,noun,natural objects (non-living),,,,,Check Duplicate
tsiujun xini,tsiùjǔn xíni,[t͡sʲùʰũ̌ ʃíni],morning star,estrella de merienda,LR HM,CVhV CVCV,aspirated,noun,natural objects (non-living),,,T1 of xíni is a HM fall,,Check Duplicate
tsiuku,tsiūkú,[͡tsʲūkú],lice,piojo,MH,CVCV,modal,noun,wild animals,JGO,,,,Phrase
tsivi ri vili,tsívi rí víli,,they're whistling the whistles,están silbando los silbatos,,CVCV CV CVCV,modal,,Actions and activities,RDC,RDC_SilbanLosSilbatos.wav,Said,,
tsoko arriero,tsòkó arriérò,,ant that bites,hormiga que pica,,,,noun,wild animals,JGO,,,,
tsuijunxini,tsiùjùnxíni,,star that comes out ,estrella que sale en la merìenda,,CVhVCVCV,aspirated,noun,natural objects (non-living),RDC,RDC_EstrellaDeMerienda.wav,Said,,
tu ntsi'i tujun,tu ntsí'í tujun,[tu ⁿt͡síˀí tũʰũ],purple,morado,M HH MM,CVCV?V CVhV,multiple word types,noun,colors,,https://www.youtube.com/watch?v=tyxMLQ1Dmfo,,,
tu tsinana ntsie'e,tù tsinana ntsié'é,[tũ̀ t͡sinana ⁿt͡sʲéˀé],tomato,tomate,MMM HH,CV CVCVCV CV?V,glottalized,noun,"food, drink, and cooking",NGC,tomate.wav,,,
tu'un,tò'ń,[tòˀń],word,palabra,LH,CV?C,glottalized,noun,plants and trees,NGC,palabra.wav,,,
tu'un,tù’un,[tũ̀ˀũ],word,palabra,LM,CV?VC,glottalized,noun,other,JGO,,,,
tu'un,tú'un,[túˀūn],liar,mentiroso,HM,CV?VC,glottalized,adjective,people,,mentiroso2.wav,,,
tujtu,tujtu,[tuʰtu],agave stick/quiote,palo de maguey/quiote,,CVhCV,pre-aspirated,noun,"food, drink, and cooking",,palodemaguey.wav,,,Tones
tujtu ita,tùjtù itá,[tùʰtù ītá],agave stick flower,flor de palo de maguey/quiote,LL MH,CVCV VCV,pre-aspirated,noun,plants and trees,,flordepalodemaguey.wav,,,
tun limo,,[tũ limo],lemon bush,mata de limón,,CV CVCV,modal,noun,plants and trees,NGC,matadelimón.wav,https://youtu.be/WetShLb64Mg?si=zj63X4kNX-2vIMPy&t=513 8:33-8:34,,Tones
tun limo kuiji,,[tũ limo kʷiʰi],green tree of lemons,árbol verde de limones,,CV CVCV CVhV,aspirated,noun,plants and trees,NGC,árbolverdedelimones.wav,https://youtu.be/WetShLb64Mg?si=avYv2V7Nb3w--uyK&t=519 8:39-8:41,,Tones
tun limo limo kuiji,,[tũ limo limo kʷiʰi],tree of green lemons,árbol de limones verdes,,CV CVCV CVCV CVhV,aspirated,noun,plants and trees,NGC,árboldelimonesverdes.wav,https://youtu.be/WetShLb64Mg?si=X1p-UZz3HTTp1uC2&t=535 8:55-8:58,,Tones
tun papaya,tún pāpáyà,[tṹ pāpájà],papaya tree,árbol de papaya ,M MHL,CV CVCVCV,modal,noun,plants and trees,JGO,,,,
tun tsiikwa tsiikwajananun,,[tũ ͡tsʲikʷa ͡tsʲikʷaʰananũ],orange tree,árbol de naranja,,CV CVCV CVCVhVCVCV,aspirated,noun,plants and trees,NGC,árboldenaranja.wav,https://youtu.be/WetShLb64Mg?si=A4Ag5WbJ9s4StXtE&t=384 6:24-6:26,,Tones
tun tsinana ntsie'e,tun tsinana ntsie'e,[tũ tsinana ⁿ͡tseˀe],tomatillo plant,planta de tomatillos,,CV CVCVCV CV?V,glottalized,noun,"food, drink, and cooking",NGC,tomate.wav,https://youtu.be/WetShLb64Mg?si=IFuLQuRv9epyE_ll&t=70 1:10-1:12,,Check Duplicate
tunjun,tùnjǔn,[tũ̀ʰũ̌],black,negro,LR,CVhV,aspirated,adjective,colors,NGC,negro.wav,,,
tunto'o,tùntǒ'ò,[tũtǒˀò],difficult,difícil,LRL,CVCV?V,glottalized,adjective,descriptions,,difícil.wav,,,
tuti,,,paper (my),papel (mi),,,,noun,,,,,,
tutie,,,paper (our),papel (nuest.),,,,noun,,,,,,
tutiun,,,paper (your),papel (tu),,,,noun,,,,,,
tutu,tutǔ,[tutǔ],whistle,silbar (?),MR,CVCV,modal,,,RDC,RDC_Silbar.wav,,,
tutu,tutu,,paper,papel,,CVCV,,noun,tools and implements,,,,,
tutu ra,,,paper (their sing.),papel (su),,,,noun,,,,,,
tuun,tuun,[tūũ],tight/apretado,apretado,MM,CVV,modal,adjective,descriptions,,,,,
tuxii,tùxǐì,,weapon,arma,,,,noun,tools and implements,,,,,
tya'ma,tyá'ma,[t͡ʃáˀma],crushed,aplastado,HM,CV?CV,glottalized,adjective,descriptions,NGC,aplastado.wav,,,
tya'vi,tyà'vi,[t͡ʃàˀβī],pay (comp),pagar (comp),LM,CV?CV,glottalized,verb (completive),Actions and activities,,,,,
tya'vi,tyá'vi,[t͡ʃáˀβī],pay (cont),pagar (cont),HM,CV?CV,glottalized,verb (continuative),Actions and activities,,,,,
tya'vi,tya'vi,[t͡ʃaˀβī],pay (pot),pagar (pot),MM,CV?CV,glottalized,verb (potential),Actions and activities,,,,,
tyaaka,tyáakà,[͡tʃáákà],more/most,más,HML,CVVCV,modal,determiner,numbers,,más.wav,,,
tyato,tyatò,[t͡ʃatò],short,chaparro,ML,CVCV,pre-aspirated,adjective,descriptions,,chaparro.wav,,,
tyatun,tyátun,[t͡ʃátũn],From Petlacala,de Petlacala,HM,CVCV,modal,adjective,descriptions,,dePetlacala.wav,,,
tyatun ka'no,tyátùn ká'nò,[t͡ʃátũ̀ káˀnò],Petlacala,Petlacala,HL HL,CVCV CV?CV,glottalized,proper name,directions and locations,JGO,Petlacala.wav,,,
tyeje,tyèje,[t͡ʃèʰe],masculine (anml),masculino,LM,CVhV,aspirated,adjective,descriptions,,masculino(animal).wav,,,
tyele,tyêlè,[t͡ʃêlè],rooster,gallo,FL,CVCV,modal,noun,domesticated animals,NGC,gallo.wav,,,
tyeri,tyeri,[t͡ʃērī],cherry,cereza,MM,CVCV,modal,noun,"food, drink, and cooking",NGC,,,,
tyi kuii,tyì kuīī ,[͡tʃì kʷīī],fox that doesn't climb trees; cacomistle,zorro que no sube en árbol; cacomistle,L MM ,CV CVV,modal,noun,wild animals,JGO,,,,
tyi kuii ntaa,tyì kuīī ntáà,[͡tʃì kʷīī ⁿtáà],fox that climbs trees,zorro que sube en árbol,L MM HL,CV CVV CVV,modal,noun,wild animals,JGO,,,,
tyi'i,,,to plant,sembrar,,,,,farming,,"sembrar, cosechar.wav",poor sound file quality,,Transcription
tyi'ña,tyi'ña,[t͡ʃiˀña],trickster,tramposo,MM,CV?CV,glottalized,adjective,people,,,"Don't include this word, it's an insult",,
tyi'nki,tyi'nkì,[͡tʃīˀᵑkì],acorn,bellota,ML,CV?CV,glottalized,noun,natural objects (non-living),,bellota.wav,,,
tyiinta'a,,[tʃiiⁿtaˀa],San Francisco Tplancingo,San Francisco Tplancingo,,CVVCV?V,glottalized,proper name,directions and locations,JGO,sanfranciscotplancingo.wav,,,Tones
tyijki,tyìjkí,[t͡ʃìʰkí],tuna/prickly pear fruit,tuna/fruta de nopal,LH,CVhCV,pre-aspirated,noun,"food, drink, and cooking",,tuna.wav,higochumbo.wav,,
tyijnu,tyíjnu,[t͡ʃíʰnu],ahead/on top of,adelante/arriba de,HM,CVhCV,pre-aspirated,adjective,states of being,,,pre-aspirated?,,
tyijxin,tyìjxín,[t͡ʃìʰʃĩ́],stomach,estómago,MH,CVCV,pre-aspirated,noun,body parts and the body,NGC,estómago.wav,unsure of transcription,,Check Duplicate
tyijyo,tyìjyō,[t͡ʃìʰjō],shoulder,hombro,,CVhCV,aspirated,noun,body parts and the body,NGC,NGC_Hombro.wav,Said,,Check Duplicate
tyikaa,tyìkaǎ,[t͡ʃìkaǎ],put inside (completive),meter (completive),LMR,CVCVV,modal,verb (completive),Actions and activities,,,,,
tyikaa,tyíkaǎ,[t͡ʃíkaǎ],put inside (cont),meter (cont),HMR,CVCVV,modal,verb (continuative),Actions and activities,,,,,
tyikaa,tyikaǎ,[t͡ʃikaǎ],put inside (pot),meter (pot),MMR,CVCVV,modal,verb (potential),Actions and activities,,,,,
tyikaviyo,,͡[tʃikaβijo],Santa Cruz Peras,Santa Cruz Peras,,CVCVCVCV,modal,proper name,directions and locations,JGO,santacruzperas.wav,,,Tones
tyikiño,tyikiño,[t͡ʃikiɲo],foam,espuma,MMM,CVCVCV,modal,noun,natural objects (non-living),JGO,espuma.wav,,,
tyikitun,tyìkītùn,[͡tʃikītũ̀],pursulane,verdolaga,LML,CVCVCV,modal,noun,plants and trees,JGO,,,,
tyikojo ntyixi,tyikojo ntyixǐ,[t͡ʃikoʰo ⁿt͡ʃīʰʃǐ],tamal,tamal,MMM MR,CVCVhV CVCV,aspirated,noun,"food, drink, and cooking",JGO,tamal.wav,,,
tyikoomi,tyikóòmi,[t͡ʃikóòmi],onion,cebolla,MHLM,CVCVVCV,modal,noun,"food, drink, and cooking",JGO,cebolla.wav,,,
tyili,tyílí,[t͡ʃílí],naked,desnudo,HH,CVCV,modal,adjective,states of being,,desnudo.wav,,,
tyinkua'a,,[͡tʃinkʷaˀa],Tlahuapa,Tlahuapa,,CVCCV?V,glottalized,proper name,directions and locations,JGO,tlahuapa.wav,,,Tones
tyinta'a,tyìnta'á,[t͡ʃi᷈̀taˀá],push (completive),empujar (completive),LMH,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
tyinta'a,tyínta'á,[t͡ʃi᷈́taˀá],push (continuative),empujar (continuative),HMH,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
tyinta'a,tyinta'á,[t͡ʃi᷈taˀá],push (potential),empujar (potential),MMH,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
tyintsiee,tyìntsieé,[t͡ʃi᷈̀ⁿt͡sʲeé],help (completive),ayudar (completive),LMH,CVCVV,modal,verb (completive),Actions and activities,,ayudar-comp.wav,,,
tyintsiee,tyíntsieé,[t͡ʃi᷈́ⁿt͡sʲeé],help (continuative),ayudar (continuative),HMH,CVCVV,modal,verb (continuative),Actions and activities,,ayudar-cont.wav,,,
tyintsiee,tyintsieé,[t͡ʃi᷈ⁿt͡sʲeé],help (potential),ayudar (potential),MMH,CVCVV,modal,verb (potential),Actions and activities,,ayudar-pot.wav,,,
tyintu'u,tyìntǔ'ǔ,[t͡ʃi᷈̀tǔˀǔ],put on ground (completive),poner en tierra (completive),LRR,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
tyintu'u,tyíntú'ǔ,[t͡ʃi᷈́tǔˀǔ],put on ground (continuative),poner en tierra (continuative),HHR,CCVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
tyintu'u,tyintú'ǔ,[t͡ʃĩtǔˀǔ],put on ground (potential),poner en tierra (potential),,CCVCV?V,glottalized,verb (potential),Actions and activities,,,,,Tones
tyintyi,tyíntyi,[͡tʃǐᶮ͡tʃi],cricket,grillo,HM,CVCV,modal,noun,wild animals,,grillo.wav,,,
tyintyityi,tyíntyityì,[t͡ʃi᷈́t͡ʃit͡ʃì],put something down upright/standing (continuative),,HML,CVCCVCV,modal,verb (continuative),Actions and activities,,,,,
tyintyityi,tyìntyityì,[t͡ʃi᷈̀t͡ʃit͡ʃì],put something down upright/standing (completive),,LML,CVCCVCV,modal,verb (completive),Actions and activities,,,,,
tyinuu,tyìnǔù,[t͡ʃi᷈̀ǔù],put on surface (completive),poner encima (de) (completive),LRL,CCVVV,modal,verb (completive),Actions and activities,,,,,Tones
tyinuu,tyínúù,[t͡ʃi᷈́ǔù],put on surface (continuative),poner encima (de) (continuative),HHL,CCVVV,modal,verb (continuative),Actions and activities,,,,,Tones
tyinuu,tyinúù,[t͡ʃi᷈ǔù],put on surface (potential),poner encima (de) (potential),MHL,CCVVV,modal,verb (potential),Actions and activities,,,,,Tones
tyinyon pera ,,[t͡ʃinjonpera],Chinon Peras,Chinon Peras,,CVCCVC CVCV ,modal,proper name,directions and locations,,ChinonPreas.wav,loan word,,Tones
tyityi,tyítyi,[t͡ʃít͡ʃi],mature/ripe,maduro,HM,CVCV,pre-aspirated,adjective,states of being,,maduro2.wav,,,
tyityi,tyîtyǐ ,[t͡ʃît͡ʃǐ],avocado,aguacate,FR,CVCV,modal,noun,"food, drink, and cooking",NGC,aguacate.wav,,,
tyityi kuiji,tyìtyí kuíjǐ,[tʃì͡tʃí kʷíʰǐ],green iguana,iguana verde,LH HR,CVCV CVhV,multiple word types,noun,wild animals,JGO,,,,
tyityi tuyun,tyìtyí tùyǔn,[͡tʃì͡tʃí tùjũ̌],black iguana,iguana negra,LH LR,CVCV CVCV,modal,noun,wild animals,JGO,,,,
tyityi'i,tyityi'i,[t͡ʃit͡ʃiˀi],cockroach,cucaracha,MMM,CVCV?V,glottalized,noun,wild animals,,cucaracha.wav,,,
tyixan,tyìxân,[t͡ʃìʃã̂],their stomach,su estómago,LF,CVCV,modal,noun,body parts and the body,LA,LA_SuEstomago.wav,Said,,
tyixe,tyìxě,[t͡ʃìʃě],our stomachs,nuestros estómagos,LR,CVCV,modal,noun,body parts and the body,LA,LA_NuestrosEstomagos.wav,Said,,
tyixin,tyìxìn,[t͡ʃìʃĩ̀],stomach,estómago,LL,CVCV,modal,noun,body parts and the body,LA,LA_Estomago.wav,Said,,Check Duplicate
tyixin,tyìxîn,[t͡ʃìʃĩ̂],my stomach,mi estómago,LF,CVCV,modal,noun,body parts and the body,LA,LA_MiEstomago.wav,Said,,
tyixin xe'an,tyìxǐn xè'àn,[t͡ʃìʃĩ̌ ʃèˀã̀],their armpit,su axila,LR LL,CVCV CV?V,glottalized,noun,body parts and the body,LA,LA_SuAxila.wav,Said,,
tyixin xe'e,tyìxǐn xè'è,[t͡ʃìʃĩ̌ ʃèˀè],armpit,axila,LR LL,CVCV CV?V,glottalized,noun,body parts and the body,LA,LA_Axila.wav,Said,,
tyixin xe'e,tyìxǐn xè'ě,[t͡ʃìʃĩ̌ ʃèˀě],our armpits,nuestras axilas,LR LR,CVCV CV?V,glottalized,noun,body parts and the body,LA,LA_NuestrasAxilas.wav,Said,,
tyixin xe'i,tyìxǐn xè'î,[t͡ʃìʃĩ̌ ʃèˀî],my armpit,mi axila,LR LF,CVCV CV?V,glottalized,noun,body parts and the body,LA,LA_MiAxila.wav,Said,,
tyixin xe'un,tyìxǐa xe'ǔn,[t͡ʃìʃĩ̌ ʃèˀũ̌],your armpit,tu axila,LRM MR,CVCV CV?V,glottalized,noun,body parts and the body,LA,LA_TuAxila.wav,Said,,
tyixun,tyìxǔn,[t͡ʃìʃũ̌],your stomach,tu estómago,LR,CVCV,modal,noun,body parts and the body,LA,LA_TuEstomago.wav,Said,,
tyujtu,tyújtù,[t͡ʃúʰtù],cat,gato,HL,CVhCV,pre-aspirated,noun,domesticated animals,,gato.wav,,,
tyutu,tyùtú,[͡tʃùtú],to be full (continuative),llenarse (completative),LH,CVCV,modal,verb (completive),Actions and activities,NGC,llenarse(comp).wav,,,
tyutu,tyūtú,[͡tʃūtú],to be full (potential),llenarse (potential),MH,CVCV,modal,verb (potential),Actions and activities,NGC,llenarse(pot).wav,,,
tyutu,tyútú,[t͡ʃútú],full,lleno,HH,CVCV,modal,adjective,states of being,,lleno.wav,,,
tyutu yuku,,[͡tʃutu yuku],ocelot,ocilote,,CVCV CVCV,multiple word types,noun,wild animals,JGO,,,,
u'un,ù'ùn,[ũ̀ˀũ̀],five,cinco,LL,V?V,glottalized,noun,numbers,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,,,
unapala,,[unapala]?,Triqui,Triqui,,VCVCVCV,modal,proper name,directions and locations,JGO,triqui.wav,,,Tones
usu,usù,[ūʰsù],deer,venado,ML,VhCV,pre-aspirated,noun,wild animals,,venado.wav,,,
uun,uun,[ũũ],only,sólo,MM,VV,modal,adjective,descriptions,JGO,,,,
uxa,uxa,[ūʃā],seven,siete,MM,VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,,,
uxi,uxi,[ūʃī] ,ten,diez,MM,VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,,,
uxi i,uxi í,[ūʃī í],eleven,once,MM H,VCV V,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
uxi ivi,uxi iβi,[ūʃī īβī],twelve,doce,MM MM,VCV VCV ,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
uxi kojmi,uxi kojmǐ,[ūʃī kōʰmǐ],fourteen,catorce,MM MR,VCV CVhCV,pre-aspirated,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
uxi oni,uxi oːnî,[ūʃī ōːnî],thirteen,trece,MM MF,VCV VCV ,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
va'a,và'a,[βàˀa],good,bueno,LM,CV?V,glottalized,adjective,states of being,,bueno.wav,,,
va'a,vǎ'a,[βǎˀa],bad,mal,RM,CV?V,glottalized,adjective,states of being,,mal.wav,,,
va'a xijni,và'a xìjnǐ,[βàˀa ʃìʰnǐ],intelligent,inteligente ,LM LR,CV?V CVhCV,multiple word types,adjective,descriptions,,inteligente.wav,,,
vakue,,[βakʷe],perfect,perfecto,,CVCV,modal,adjective,descriptions,NGC,perfecto.wav,,,Tones
vali,válí,[βálí],small(pl),pequeños,HH,CVCV,modal,adjective,states of being,,pequeños.wav,,,
vatu,vatu,[βātū],sufficient,suficiente,MM,CVCV,modal,adjective,descriptions,,,,,
vaxi,vàxi,[βàʃi],come (cont),venir (cont),LM,CVCV,modal,verb (continuative),Actions and activities,,,,,
vaxi nuu,vàxi nuu,[βàʃī nūū],come down (cont),bajar (cont),LM MM,CVCV CVV,modal,verb (continuative),Actions and activities,,,"see ""nuu""",,Check Duplicate
vaya ikin,vaya ikǐn,,squash flower,flor de calabaza,,CVCV VCV,modal,noun,plants and trees,NGC,NGC_FlorDeCalabaza.wav,Said,,
vaya tsinduye,vaya tsìndùyě,,our silacayote fllower,nuestra flor de silacayote,,CVCV CVCVCV,modal,noun,plants and trees,NGC,NGC_NuestraFlorDeSilacayote.wav,Said,,
vaya tsinduyi,vaya tsìndùyî,,my silacayote flower,mi flor de silacayote,,CVCV CVCVCV,modal,noun,plants and trees,NGC,NGC_MiFlorDeSilacayote.wav,Said,,
vaya tsinduyu,vaya tsìndùyù,,silacayote flower,flor de silacayote,,CVCV CVCVCV,modal,noun,plants and trees,NGC,NGC_FlorDeSilacayote.wav,Said,,
vaya tsinduyun,vaya tsìndùyǔn,,your silacayote flower,tu flor de silacayote,,CVCV CVCVCV,modal,noun,plants and trees,NGC,NGC_TuFlorDeSilacayote,Said,,
ve'e,ve'e,[βeˀe],house,casa,MM,CV?V,glottalized,noun,houses and parts of houses,NGC,casa.wav,,,
veje,vèje,[βèʰe],heavy,pesado,LM,CVhV,aspirated,adjective,states of being,NGC,pesado.wav,,,
veje,věje,[βěʰe],light (weight),ligero,LH,CVhV,aspirated,adjective,states of being,,ligero.wav,,,
viji,vìjǐ, ,clean/organized,limpio/organizado,LR,CVhV,aspirated,adjective,states of being,,limpio.wav,,,
vijko,vìjkǒ,[βìʰkǒ],cloud,nube,LR,CVhCV,pre-aspirated,noun,weather,NGC,nube.wav,,,
vila,vilà,[βilà],thick tortilla,tortilla gruesa,ML,CVCV,modal,noun,"food, drink, and cooking",RDC,RDC_TortillaGruesa.wav,,,
vintsia,,[βiⁿ͡tsʲa],nopal,nopal,,CVCV,modal,noun,plants and trees,JGO,,,,
vita,vitá,[βītá],weak,debil,MH,CVCV,modal,adjective,descriptions,,,,,
vita,vìta,[βìta],"soft, suave",suave,LM,CVCV,pre-aspirated,adjective,descriptions,,,,,
vita ini,vitá ini,[βītā ĩī],patient,paciente,,CVCV VV,,adjective,descriptions,,,,,
vitsin,vitsin,[βit͡sĩ],today/now,hoy/ahora,MM,CVCV,modal,noun,times and seasons,RDC,RDC_Hoy.wav,,,
vixa,vixá,[βīʃá],wet,mojado,MH,CVCV,modal,adjective,descriptions,,,,,Check Duplicate
vixa,vìxá,[βìʃá],wet,humedo,LH,CVCV,modal,adjective,states of being,NGC,majado.wav,preaspirated?,,Check Duplicate
vixi,vìxì,[βìʃì],sweet,dulce,LL,CVCV,pre-aspirated,adjective,"food, drink, and cooking",,dulce.wav,,,
vixin,vìxin,[βìʃĩ],cold,frío,LM,CVCV,pre-aspirated,adjective,states of being,,frío.wav,,,
vixin,vìxìn,[βìʃĩ̀],warm (clothes),calientita (ropa),LL,CVCV,modal,adjective,clothing and cloth objects,NGC,,,,
xa ari,xa ari,[ʃa ari],feet (diminuitive) ,patitas,L HH,CV VCV,modal,noun,body parts and the body,NGC,patitas.wav,,,
xa tyutu,xà tyútú,[ʃà ͡tʃútú],to be full (continuative),llenarse (continuative),L HH,CV CVCV,modal,verb (continuative),Actions and activities,NGC,llenarse(cont).wav,,,
xa un,xa ùn,[ʃā ũ̀],fifteen,quince,M L,CV V,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
xa uni,xa ùní,[ʃā ùní],sixteen,dieciséis,M LH,CV VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
xa univi,xa ùnivi,[ʃā ùnīβī],seventeen,diecisiete,M LMM,CV VCVCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
xa unkojmi,xa ùnkojmǐ,[ʃā ũ̀kōʰmǐ],nineteen,diecinueve,M LMR,CV VCVhCV,pre-aspirated,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
xa unoni,xa ùnonî,[ʃā ùnōːnî],eighteen,dieciocho,M LMF,CV VCVCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,
xa'a,xa'a,[ʃaˀa],foot,pie,MM,CV?V,glottalized,noun,body parts and the body,,pie.wav,,,
xa'ma,xá'ma,[ʃáˀma],crushed,aplastado,HM,CV?CV,glottalized,adjective,states of being,NGC,aplastado.wav,,,
xa'ntsia,xa'ntsiǎ,[ʃaˀⁿt͡sʲǎ],fat/round tortilla,tortilla gorda/redonda,MR,CV?CV,glottalized,,,RDC,RDC_TortillaGordaYRedonda.wav,,,
xa'ntsia ntutyi,xa'ntsiǎ ntutyǐ,[ʃaˀⁿt͡sʲǎ ⁿtut͡ʃǐ],triangular tortilla filled with beans,tortilla triangular llena de frijol,MR RL,CV?CV CV?V,glottalized,noun,"food, drink, and cooking",RDC,RDC_MemelitaDeFrijol.wav,,,
xa'ntsia xa'an,xa'ntsiǎ xǎ'àn,[ʃaˀⁿt͡sʲǎ ʃǎˀã̀],"pork lard tortilla, memelita","tortilla de manteca de cerdo, memelita",MR RL,CV?CV CV?V,glottalized,,,RDC,RDC_MemelitaDeMantecaDeCerdo.wav,,,
xa'nu,xá'nu,[ʃáˀnu],old2,viejo2,HM,CV?CV,glottalized,adjective,states of being,NGC,viejo2.wav,,,
xaa,xáà,[ʃáà],mature/ripe,maduro,LH,CVV,modal,adjective,"food, drink, and cooking",,maduro1.wav,,,
xaa,xàá,[ʃàá],new,nuevo,LH,CVV,pre-aspirated,adjective,descriptions,,nuevo.wav,,,
xaa,xàà,[ʃàà],chin,mentón,LL,CVV,modal,noun,body parts and the body,,mentón.wav,,,
xajko,xàjko,[ʃàʰko],armadillo,armadillo,HM,CVhCV,pre-aspirated,noun,wild animals,NGC,armadillo.wav,,,
xajtu,xájtu,[ʃáʰtu],pants,pantalones,HM,CVCV,aspirated,noun,clothing and cloth objects,NGC,pantalones.wav,,,
xajtu,,[ʃaʰtu],sweet little tortilla,tortillita,,CVhCV,pre-aspirated,noun,"food, drink, and cooking",NGC,,https://youtu.be/vSnUpiQcp0s?si=t6Sbg9M_e1EgLaIi&t=313 5:13-5:14,,
xaki,xákì,[ʃákì],I laugh,me río,HL,CVCV,modal,verb (completive),Actions and activities,LA,LA_MeRio.wav,Said,,
xakia,xákià,[ʃákià],they laugh (stranger),Se ríe (desconocido),HML,CVCVV,modal,verb (completive),Actions and activities,LA,LA_SeRie.wav,Said,,
